<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.02.20	217.59	218.68	212.85	214.92	10844	0	11
2020.02.21	211.77	212.40	208.79	209.85	11386	0	11
2020.02.24	203.32	203.43	198.14	200.83	14651	0	11
2020.02.25	203.02	203.16	195.91	196.37	19221	0	11
2020.02.26	199.70	201.14	195.44	197.32	18655	0	11
2020.02.27	191.93	195.78	189.48	191.07	21619	0	11
2020.02.28	186.36	190.54	184.98	185.96	28172	0	11
2020.03.02	190.23	193.98	188.74	193.28	19817	0	11
2020.03.03	194.15	197.07	186.63	188.17	25466	0	11
2020.03.04	187.62	190.52	186.33	189.84	17135	0	11
2020.03.05	188.25	188.77	183.84	184.85	18364	0	11
2020.03.06	180.26	182.55	176.22	178.73	21633	0	11
2020.03.09	168.67	174.91	168.31	170.74	20167	0	11
2020.03.10	174.28	177.59	169.42	177.11	17465	0	14
2020.03.11	173.51	174.14	167.60	170.33	17448	0	14
2020.03.12	162.14	166.22	156.98	157.87	18954	0	14
2020.03.13	161.21	163.98	157.53	163.77	17921	0	26
2020.03.16	149.51	158.98	144.10	150.76	16905	0	14
2020.03.17	142.93	153.73	139.74	148.28	17890	0	14
2020.03.18	139.72	146.52	137.00	143.04	17343	0	14
2020.03.19	145.95	159.78	144.96	158.29	18308	0	26
2020.03.20	154.36	158.80	147.80	149.56	15960	0	26
2020.03.23	148.00	152.19	142.68	145.90	17624	0	14
2020.03.24	154.74	160.52	153.09	160.41	14376	0	14
2020.03.25	159.36	162.90	152.96	158.09	16688	0	14
2020.03.26	158.64	163.23	156.98	161.30	14664	0	14
2020.03.27	155.73	159.95	154.71	158.65	15511	0	11
2020.03.30	159.29	166.61	157.82	165.83	13755	0	14
2020.03.31	166.20	170.80	165.54	168.09	13007	0	14
2020.04.01	161.97	163.99	157.97	158.16	11880	0	14
2020.04.02	160.70	161.27	155.88	157.29	17709	0	11
2020.04.03	157.07	157.81	150.79	151.94	16287	0	11
2020.04.06	160.08	164.44	159.31	164.42	13353	0	11
2020.04.07	170.56	173.32	165.96	169.64	20359	0	11
2020.04.08	171.36	174.30	167.69	173.82	15769	0	11
2020.04.09	175.34	176.98	171.52	174.55	16132	0	11
2020.04.13	173.64	174.33	169.41	174.23	14334	0	11
2020.04.14	176.59	181.15	176.53	178.95	13283	0	11
2020.04.15	174.79	178.10	172.78	176.69	14309	0	11
2020.04.16	176.07	176.98	172.46	174.87	20884	0	11
2020.04.17	177.98	180.20	176.57	178.39	18115	0	11
2020.04.20	177.70	180.41	176.67	178.15	18548	0	11
2020.04.21	172.08	173.47	168.23	171.46	16240	0	14
2020.04.22	180.65	184.64	178.62	183.53	14854	0	14
2020.04.23	186.08	186.49	183.09	184.78	32997	0	11
2020.04.24	181.90	190.06	180.78	189.70	34403	0	11
2020.04.27	192.30	193.67	187.36	188.60	27913	0	11
2020.04.28	188.11	188.11	183.16	183.23	23656	0	11
