<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.04.29	191.77	196.82	191.61	196.44	31772	0	11
2020.04.30	204.56	208.37	201.51	203.42	35456	0	11
2020.05.01	204.87	207.17	199.01	202.50	26758	0	11
2020.05.04	201.39	205.50	201.21	205.35	26365	0	11
2020.05.05	207.57	210.30	206.44	207.02	23747	0	11
2020.05.06	209.46	211.50	207.24	209.04	27317	0	11
2020.05.07	210.87	211.54	208.99	209.95	22482	0	11
2020.05.08	211.70	213.15	211.14	212.47	17855	0	11
2020.05.11	212.26	214.94	211.27	214.03	20439	0	11
2020.05.12	213.16	215.21	211.33	211.35	25619	0	11
2020.05.13	209.17	210.72	202.04	204.78	52838	0	11
2020.05.14	202.78	205.48	200.62	204.52	34108	0	11
2020.05.15	205.15	211.25	204.62	210.19	40729	0	11
2020.05.18	213.71	214.51	211.32	213.84	26105	0	11
2020.05.19	214.58	220.41	213.61	218.65	34330	0	11
2020.05.20	225.57	231.26	225.04	230.99	32484	0	11
2020.05.21	234.75	237.11	231.34	232.78	35140	0	11
2020.05.22	229.34	235.91	228.67	233.85	28108	0	11
2020.05.26	239.70	240.76	231.87	232.04	25784	0	14
2020.05.27	227.56	229.40	221.08	228.68	20461	0	11
2020.05.28	226.18	231.56	224.57	225.53	17163	0	11
2020.05.29	226.55	227.31	222.85	226.87	16757	0	14
2020.06.01	224.96	230.90	224.93	230.64	11176	0	11
2020.06.02	228.63	231.28	226.44	230.90	12051	0	14
2020.06.03	230.31	231.56	228.47	230.86	10581	0	11
2020.06.04	229.69	231.55	224.62	225.53	13382	0	11
2020.06.05	227.18	231.26	226.77	230.25	12380	0	14
2020.06.08	228.53	231.45	227.36	230.69	10554	0	11
2020.06.09	233.73	239.63	233.57	239.63	13577	0	14
2020.06.10	239.74	240.54	235.18	238.09	14879	0	14
2020.06.11	230.55	232.80	223.49	225.09	22568	0	14
2020.06.12	230.42	231.52	224.46	226.72	23889	0	14
2020.06.15	227.07	232.95	225.91	232.12	18123	0	14
2020.06.16	236.43	238.37	232.87	234.71	18447	0	14
2020.06.17	234.11	237.49	231.68	234.83	15134	0	11
2020.06.18	234.24	236.04	232.09	234.88	14533	0	11
2020.06.19	237.28	240.74	235.48	237.89	15229	0	11
2020.06.22	237.18	240.62	236.86	238.81	14355	0	11
2020.06.23	242.31	245.11	241.10	242.89	14617	0	11
2020.06.24	242.48	243.14	232.58	234.52	23056	0	11
2020.06.25	233.31	237.20	232.66	235.88	19563	0	11
2020.06.26	227.84	227.92	215.31	217.46	36176	0	11
2020.06.29	210.66	220.59	208.49	219.04	24214	0	11
2020.06.30	221.50	226.59	218.41	226.12	18245	0	11
2020.07.01	227.61	238.91	227.60	238.26	22815	0	14
2020.07.02	237.68	238.66	233.16	233.20	17605	0	11
2020.07.06	233.25	240.28	232.17	239.35	17606	0	14
2020.07.07	239.77	247.58	239.77	242.62	17571	0	14
2020.07.08	242.56	245.09	236.53	243.30	20683	0	14
2020.07.09	244.09	245.69	239.18	243.83	20777	0	11
2020.07.10	241.79	245.41	239.25	244.49	17238	0	14
2020.07.13	248.47	250.08	238.31	240.88	22030	0	14
2020.07.14	238.56	239.72	231.92	238.57	26326	0	14
2020.07.15	242.01	244.74	237.99	240.02	21383	0	14
2020.07.16	238.29	241.69	236.29	240.64	19392	0	14
2020.07.17	239.58	244.08	237.75	242.30	13310	0	14
2020.07.20	237.47	245.30	236.24	245.11	13706	0	11
2020.07.21	243.49	245.09	240.81	241.06	15099	0	14
2020.07.22	240.14	241.81	238.06	239.79	14054	0	14
2020.07.23	240.49	242.26	231.78	232.69	20061	0	14
2020.07.24	228.13	233.39	227.08	230.18	18338	0	14
2020.07.27	233.66	234.84	231.16	233.96	10983	0	14
2020.07.28	232.66	234.87	230.85	230.89	10698	0	14
2020.07.29	231.84	233.61	230.25	232.97	10820	0	11
2020.07.30	231.29	234.81	229.10	234.04	14003	0	14
2020.07.31	250.97	254.81	249.56	252.12	19140	0	14
2020.08.03	251.65	254.91	250.22	252.93	11803	0	14
2020.08.04	251.05	252.73	247.38	249.22	10501	0	14
2020.08.05	249.53	252.15	247.82	247.89	9214	0	14
2020.08.06	249.51	266.51	248.98	265.18	14687	0	14
2020.08.07	266.87	278.71	265.30	267.70	22780	0	14
2020.08.10	270.92	273.70	259.57	262.43	15031	0	14
2020.08.11	259.22	265.77	257.43	257.47	15645	0	14
2020.08.12	260.38	263.74	259.35	260.29	11070	0	14
2020.08.13	263.25	264.98	259.44	260.83	10907	0	14
2020.08.14	261.75	262.40	258.60	260.41	10339	0	14
2020.08.17	263.48	263.55	259.33	261.76	10263	0	14
2020.08.18	261.26	265.00	259.18	263.03	10370	0	14
2020.08.19	262.97	267.74	261.39	262.98	14124	0	14
2020.08.20	263.72	268.82	263.34	268.76	10822	0	14
2020.08.21	266.99	270.33	266.35	266.95	11938	0	14
2020.08.24	276.70	277.11	268.66	270.85	13349	0	14
2020.08.25	272.34	282.94	270.99	281.14	15667	0	14
2020.08.26	287.98	302.83	286.51	302.59	22733	0	14
2020.08.27	296.82	300.43	291.91	295.18	17082	0	26
2020.08.28	294.26	295.04	290.87	292.57	11702	0	14
2020.08.31	293.36	295.59	291.50	295.42	12361	0	26
2020.09.01	294.23	301.32	293.64	295.78	12970	0	26
2020.09.02	296.79	303.45	292.92	303.09	18459	0	26
2020.09.03	296.16	296.29	283.55	289.27	30242	0	26
2020.09.04	286.55	287.20	271.05	283.91	37258	0	26
2020.09.08	274.63	279.16	270.80	272.83	24122	0	26
2020.09.09	272.85	278.34	271.23	274.01	17491	0	14
2020.09.10	273.84	279.00	266.95	268.98	23391	0	26
2020.09.11	268.99	270.98	262.55	266.68	20104	0	14
2020.09.14	272.17	276.51	266.38	267.64	16247	0	14
2020.09.15	271.79	274.35	269.46	271.01	13737	0	14
2020.09.16	271.89	272.30	261.68	262.89	16254	0	14
2020.09.17	259.03	260.96	250.09	253.53	20195	0	14
2020.09.18	257.82	259.03	249.94	252.71	19171	0	14
2020.09.21	245.18	249.88	244.02	248.36	19578	0	14
2020.09.22	250.14	255.01	248.13	254.68	18211	0	14
2020.09.23	257.18	257.83	248.09	249.98	15952	0	14
2020.09.24	245.66	252.15	245.53	249.20	20693	0	14
2020.09.25	247.94	255.67	246.49	255.06	15881	0	14
2020.09.28	257.65	258.57	254.72	256.88	14112	0	14
2020.09.29	260.39	262.59	258.04	261.51	14024	0	14
2020.09.30	261.82	265.95	259.99	261.43	14399	0	14
2020.10.01	266.40	268.23	264.68	266.91	13793	0	14
2020.10.02	263.18	265.00	259.12	261.59	14777	0	14
2020.10.05	261.74	264.25	260.74	263.68	10131	0	14
2020.10.06	262.52	265.52	258.61	259.74	14423	0	14
2020.10.07	258.09	260.01	254.73	259.19	11651	0	14
2020.10.08	261.23	264.53	261.05	263.69	10421	0	14
2020.10.09	263.53	264.59	262.07	263.99	9016	0	14
2020.10.12	271.06	280.11	267.77	276.73	13502	0	14
2020.10.13	273.80	278.93	273.34	277.49	11914	0	14
2020.10.14	277.42	278.22	271.57	273.22	9824	0	14
2020.10.15	267.24	267.80	263.57	267.14	10318	0	14
2020.10.16	268.86	271.22	265.18	266.45	13685	0	14
2020.10.19	267.60	268.39	259.80	260.27	14030	0	14
2020.10.20	263.95	269.59	263.24	268.44	14889	0	14
2020.10.21	279.31	282.93	277.62	279.68	14963	0	14
2020.10.22	281.77	281.83	274.92	278.55	10967	0	14
2020.10.23	277.79	283.81	276.83	283.79	10149	0	14
2020.10.26	283.57	285.08	274.18	276.14	14126	0	14
2020.10.27	277.77	284.39	277.09	283.99	10726	0	26
2020.10.28	274.78	274.85	268.48	269.96	14743	0	26
2020.10.29	274.49	283.45	273.49	281.13	14438	0	26
2020.10.30	273.51	273.72	258.99	260.65	23510	0	14
2020.11.02	266.69	270.29	257.24	259.31	14967	0	14
2020.11.03	262.25	269.92	262.02	266.27	11743	0	14
2020.11.04	281.28	288.78	278.54	284.94	18278	0	26
2020.11.05	292.39	297.23	290.58	294.12	14537	0	26
2020.11.06	290.08	294.45	288.01	293.08	11150	0	14
2020.11.09	289.64	292.42	281.41	281.98	18764	0	26
2020.11.10	269.51	273.41	263.89	273.12	18248	0	14
2020.11.11	275.77	278.24	273.92	276.34	11597	0	26
2020.11.12	279.02	279.60	274.53	274.93	10491	0	26
2020.11.13	276.36	277.30	272.95	277.15	9207	0	14
2020.11.16	277.01	278.54	274.55	278.48	8780	0	14
2020.11.17	274.36	277.21	273.20	275.16	8700	0	14
2020.11.18	276.76	276.90	272.62	273.36	7893	0	14
2020.11.19	269.51	273.33	269.08	273.14	7984	0	14
2020.11.20	271.46	272.92	269.80	270.92	7807	0	14
2020.11.23	268.17	269.98	264.43	268.34	10228	0	14
2020.11.24	269.21	277.71	268.12	277.28	9463	0	14
2020.11.25	274.87	276.26	272.55	275.80	8233	0	14
2020.11.27	275.47	279.00	274.72	276.65	4037	0	26
2020.11.30	274.40	276.42	270.94	274.98	8727	0	14
2020.12.01	283.58	289.15	283.22	286.51	10441	0	26
2020.12.02	281.60	291.58	281.22	287.17	9927	0	26
2020.12.03	285.94	286.50	281.67	282.55	7918	0	26
2020.12.04	280.80	283.34	279.33	279.77	6385	0	14
2020.12.07	282.44	288.33	282.32	285.46	7567	0	26
2020.12.08	282.81	284.89	281.46	284.15	6331	0	26
2020.12.09	282.89	287.50	271.51	277.64	13720	0	26
2020.12.10	272.35	278.59	272.31	277.33	11380	0	26
2020.12.11	275.63	276.04	270.15	273.21	9146	0	14
2020.12.14	273.91	277.05	273.34	274.33	9693	0	14
2020.12.15	274.08	274.53	267.36	274.16	10468	0	14
2020.12.16	272.67	277.71	272.42	276.29	8060	0	14
2020.12.17	278.41	280.26	273.55	273.93	8147	0	14
2020.12.18	274.27	275.12	271.04	274.95	7766	0	26
2020.12.21	273.98	274.21	267.68	271.53	9015	0	14
2020.12.22	270.38	271.19	264.59	266.36	9558	0	14
2020.12.23	268.26	272.01	266.70	269.55	6730	0	26
2020.12.24	269.60	270.24	266.10	266.53	3327	0	26
2020.12.28	268.61	276.90	265.56	276.40	9745	0	14
2020.12.29	277.61	280.34	276.90	277.33	8438	0	26
2020.12.30	275.52	276.25	272.26	272.70	6708	0	14
2020.12.31	274.81	276.92	271.08	271.62	5014	0	26
2021.01.04	271.02	272.50	265.11	269.17	12777	0	26
2021.01.05	270.17	272.27	269.48	270.80	7254	0	26
2021.01.06	262.92	267.60	262.67	264.63	11356	0	26
2021.01.07	269.20	271.48	267.44	269.97	8488	0	14
2021.01.08	265.21	267.00	263.37	266.72	10843	0	14
2021.01.11	257.63	263.29	256.16	256.22	12168	0	14
2021.01.12	257.77	258.06	250.20	250.70	10298	0	14
2021.01.13	249.35	253.81	249.31	252.05	8496	0	14
2021.01.14	252.46	253.07	245.69	246.45	9940	0	14
2021.01.15	250.75	253.71	248.78	251.30	11554	0	14
2021.01.19	253.01	262.03	253.01	261.70	12662	0	14
2021.01.20	264.32	270.15	263.53	268.10	10000	0	26
2021.01.21	268.81	273.41	267.85	272.82	8303	0	26
2021.01.22	275.78	278.31	274.30	274.76	9188	0	14
2021.01.25	279.30	279.40	271.23	277.04	11485	0	26
2021.01.26	279.69	285.10	278.18	282.39	9416	0	26
2021.01.27	274.98	277.86	268.02	269.42	15359	0	26
2021.01.28	269.17	286.40	265.18	266.32	20143	0	26
2021.01.29	262.77	266.22	254.75	258.34	19438	0	26
2021.02.01	261.19	264.01	254.82	262.83	14928	0	26
2021.02.02	263.99	268.69	263.00	267.61	12232	0	26
2021.02.03	267.60	269.04	263.73	267.56	12691	0	26
2021.02.04	266.40	268.13	263.89	265.47	11415	0	14
2021.02.05	266.51	269.07	265.37	267.90	10152	0	14
2021.02.08	268.53	269.70	264.95	266.29	8961	0	14
2021.02.09	265.43	273.20	265.23	269.96	9094	0	14
2021.02.10	270.68	273.44	267.64	271.32	11059	0	14
2021.02.11	271.58	273.42	268.37	270.81	9266	0	14
2021.02.12	269.82	270.79	268.29	269.41	7468	0	14
2021.02.16	271.07	276.44	269.82	274.23	10429	0	14
2021.02.17	273.43	273.80	269.50	273.08	12455	0	14
2021.02.18	270.08	271.62	265.96	270.19	13946	0	14
2021.02.19	269.78	270.50	260.11	261.96	15382	0	14
2021.02.22	258.06	262.99	256.63	261.10	12201	0	14
2021.02.23	255.74	267.32	254.86	265.76	20865	0	14
2021.02.24	266.13	266.92	258.29	264.48	15136	0	14
2021.02.25	262.37	266.77	253.93	255.50	21946	0	14
2021.02.26	253.88	265.44	251.95	263.11	22094	0	14
2021.03.01	261.20	266.57	257.80	265.12	12969	0	14
2021.03.02	263.02	266.55	259.99	260.82	13221	0	14
2021.03.03	260.92	261.44	255.01	256.62	24116	0	14
2021.03.04	253.03	266.32	252.90	258.94	32652	0	14
2021.03.05	256.58	264.97	255.50	264.70	28018	0	14
2021.03.08	260.95	266.08	256.55	257.53	19829	0	14
2021.03.09	260.18	268.45	259.44	266.83	16026	0	14
2021.03.10	265.28	269.32	262.78	265.57	24278	0	14
2021.03.11	268.93	277.82	266.85	274.30	16278	0	14
2021.03.12	268.23	271.36	263.94	268.61	20390	0	14
2021.03.15	268.56	275.82	267.05	272.71	19731	0	14
2021.03.16	273.98	282.00	273.97	280.57	21030	0	14
2021.03.17	277.63	286.08	274.88	283.25	22749	0	14
2021.03.18	280.45	285.05	278.98	279.35	23823	0	14
2021.03.19	280.38	292.63	279.04	288.89	20206	0	14
2021.03.22	290.13	299.58	286.72	295.08	17841	0	14
2021.03.23	290.74	297.87	290.12	291.06	22283	0	26
2021.03.24	292.25	293.40	281.94	282.88	20367	0	14
