<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.06.16	129.87	130.85	128.82	130.42	25013	0	0
2020.06.17	132.31	132.69	131.59	131.68	15890	0	0
2020.06.18	132.56	132.84	131.84	132.36	15208	0	0
2020.06.19	133.76	134.82	132.95	134.81	25677	0	0
2020.06.22	133.92	135.31	133.44	135.26	15795	0	0
2020.06.23	136.67	139.13	136.41	138.43	20776	0	0
2020.06.24	139.36	139.36	136.00	137.17	31408	0	0
2020.06.25	136.29	137.54	135.59	137.43	16916	0	0
2020.06.26	138.00	138.30	134.49	135.13	23397	0	0
2020.06.29	133.16	134.80	131.48	133.62	20585	0	0
2020.06.30	134.53	137.75	134.46	137.72	15390	0	0
2020.07.01	138.28	144.70	137.83	144.35	19735	0	0
2020.07.02	146.31	147.74	143.54	144.83	23286	0	0
2020.07.06	146.76	152.33	146.45	152.04	24359	0	0
2020.07.07	150.97	153.42	149.54	150.85	18954	0	0
2020.07.08	152.07	153.78	150.64	153.26	17772	0	0
2020.07.09	155.73	159.45	153.65	158.92	21046	0	0
2020.07.10	158.82	160.39	156.80	159.99	16723	0	0
2020.07.13	163.42	167.17	153.46	156.69	26493	0	0
2020.07.14	155.25	156.08	147.34	152.57	36387	0	0
2020.07.15	152.62	154.76	148.65	151.07	34015	0	0
2020.07.16	149.08	151.49	145.91	150.32	32772	0	0
2020.07.17	150.59	150.61	147.41	148.46	23846	0	0
2020.07.20	150.87	159.88	150.47	159.24	34027	0	0
2020.07.21	157.81	159.33	155.30	157.17	34963	0	0
2020.07.22	156.47	156.87	153.26	154.84	26449	0	0
2020.07.23	153.82	154.67	148.50	149.50	34967	0	0
2020.07.24	145.64	151.52	144.30	149.94	34348	0	0
2020.07.27	153.65	154.86	150.75	153.32	28426	0	0
