<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.05.07	118.25	118.48	117.14	117.64	18629	0	0
2020.05.08	118.36	119.30	117.82	118.90	18647	0	0
2020.05.11	119.65	120.96	119.26	120.85	17204	0	0
2020.05.12	120.30	120.64	118.64	118.74	18638	0	0
2020.05.13	118.12	120.35	116.86	118.16	30975	0	0
2020.05.14	118.57	118.91	117.66	118.57	24554	0	0
2020.05.15	118.57	120.47	117.81	120.15	24163	0	0
2020.05.18	119.61	121.59	119.17	121.35	21764	0	0
2020.05.19	122.90	124.20	122.56	123.36	21397	0	0
2020.05.20	124.26	124.97	123.34	124.92	18799	0	0
2020.05.21	125.98	126.22	122.40	122.65	27541	0	0
2020.05.22	122.03	123.42	121.49	121.65	20564	0	0
2020.05.26	122.57	122.92	120.69	120.88	14428	0	0
2020.05.27	119.10	120.65	116.45	120.37	22117	0	0
2020.05.28	120.45	121.82	119.91	120.54	15095	0	0
2020.05.29	120.92	121.22	119.89	121.15	16646	0	0
2020.06.01	122.66	123.80	122.65	123.50	13310	0	0
2020.06.02	123.38	123.54	122.25	123.31	12185	0	0
2020.06.03	123.20	124.25	123.06	124.20	12300	0	0
2020.06.04	124.32	125.35	122.49	122.86	17503	0	0
2020.06.05	122.79	124.40	122.57	124.08	16659	0	0
2020.06.08	125.43	126.46	124.35	126.28	13994	0	0
2020.06.09	127.10	131.29	126.90	130.84	18811	0	0
2020.06.10	132.62	133.41	131.31	132.76	16922	0	0
2020.06.11	130.77	133.52	127.70	129.11	21442	0	0
2020.06.12	130.57	131.03	125.15	127.16	18541	0	0
2020.06.15	126.20	129.16	125.76	128.75	19541	0	0
