<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.06.10	16:00:00	166.32	166.82	166.08	166.71	7364	0	0
2021.06.11	08:00:00	167.32	167.91	167.30	167.58	580	0	0
2021.06.11	12:00:00	167.58	168.29	166.86	167.26	8642	0	0
2021.06.11	16:00:00	167.27	167.47	166.64	167.14	5991	0	0
2021.06.14	08:00:00	167.75	167.79	167.47	167.57	309	0	0
2021.06.14	12:00:00	167.59	168.82	166.76	168.35	7447	0	0
2021.06.14	16:00:00	168.35	168.44	167.90	168.38	4419	0	0
2021.06.15	08:00:00	168.80	169.20	168.65	169.07	680	0	0
2021.06.15	12:00:00	169.04	169.79	168.14	168.56	7788	0	0
2021.06.15	16:00:00	168.57	169.39	168.42	169.29	5731	0	0
2021.06.16	08:00:00	168.81	169.35	168.79	169.26	433	0	0
2021.06.16	12:00:00	169.24	170.79	169.11	169.90	7345	0	0
2021.06.16	16:00:00	169.91	171.29	168.09	170.96	17652	0	0
2021.06.17	08:00:00	170.10	170.30	169.79	169.97	732	0	0
2021.06.17	12:00:00	170.06	173.36	169.77	172.93	11115	0	0
2021.06.17	16:00:00	172.93	174.82	172.53	174.55	10295	0	0
2021.06.18	08:00:00	174.39	174.52	173.97	174.06	471	0	0
2021.06.18	12:00:00	174.05	175.32	173.10	174.68	12731	0	0
2021.06.18	16:00:00	174.68	175.10	173.77	175.05	9208	0	0
2021.06.21	08:00:00	174.63	174.74	174.38	174.55	594	0	0
2021.06.21	12:00:00	174.56	174.57	171.66	173.61	11087	0	0
2021.06.21	16:00:00	173.61	173.86	172.38	172.59	7678	0	0
2021.06.22	08:00:00	171.69	173.31	171.64	172.96	515	0	0
2021.06.22	12:00:00	172.96	175.34	172.57	174.99	8860	0	0
2021.06.22	16:00:00	175.00	176.14	174.93	175.64	6840	0	0
2021.06.23	08:00:00	175.33	175.62	175.23	175.44	208	0	0
2021.06.23	12:00:00	175.42	175.95	174.13	174.84	7928	0	0
2021.06.23	16:00:00	174.85	175.44	174.23	174.84	5943	0	0
2021.06.24	08:00:00	175.64	175.76	175.49	175.68	442	0	0
2021.06.24	12:00:00	175.67	176.14	174.05	174.75	6922	0	0
2021.06.24	16:00:00	174.75	174.93	171.52	172.34	9165	0	0
2021.06.25	08:00:00	172.95	172.95	172.55	172.62	200	0	0
2021.06.25	12:00:00	172.63	173.23	169.72	170.28	9464	0	0
2021.06.25	16:00:00	170.28	170.54	169.73	170.10	6943	0	0
2021.06.28	08:00:00	170.79	171.01	170.55	170.59	328	0	0
2021.06.28	12:00:00	170.61	172.15	170.54	171.29	6824	0	0
2021.06.28	16:00:00	171.29	172.35	170.86	172.26	6001	0	0
2021.06.29	08:00:00	172.22	172.36	172.01	172.09	554	0	0
2021.06.29	12:00:00	172.05	172.75	171.13	171.76	6236	0	0
2021.06.29	16:00:00	171.76	172.68	171.53	172.40	5561	0	0
2021.06.30	08:00:00	171.79	172.32	171.74	172.25	246	0	0
2021.06.30	12:00:00	172.25	173.55	171.68	173.32	7729	0	0
2021.06.30	16:00:00	173.33	173.35	172.09	172.29	5703	0	0
2021.07.01	08:00:00	172.17	172.22	171.53	171.94	506	0	0
2021.07.01	12:00:00	171.96	172.81	170.84	171.34	7157	0	0
2021.07.01	16:00:00	171.35	171.69	170.45	171.42	5918	0	0
2021.07.02	08:00:00	171.67	172.07	171.67	172.07	313	0	0
2021.07.02	12:00:00	172.02	172.76	171.79	172.75	6299	0	0
2021.07.02	16:00:00	172.75	175.17	172.62	175.00	7795	0	0
2021.07.06	08:00:00	175.75	176.17	175.72	176.04	313	0	0
2021.07.06	12:00:00	176.06	182.21	175.86	181.74	14795	0	0
2021.07.06	16:00:00	181.71	184.24	180.21	184.03	14733	0	0
2021.07.07	08:00:00	185.03	185.30	184.80	185.00	663	0	0
2021.07.07	12:00:00	185.03	186.67	183.90	185.57	18060	0	0
2021.07.07	16:00:00	185.59	186.00	184.59	184.95	10052	0	0
2021.07.08	08:00:00	181.64	182.56	181.28	181.52	1123	0	0
2021.07.08	12:00:00	181.54	183.72	181.04	183.47	11673	0	0
2021.07.08	16:00:00	183.48	187.92	183.45	187.04	14964	0	0
2021.07.09	08:00:00	186.36	186.62	185.64	186.42	1068	0	0
2021.07.09	12:00:00	186.42	187.23	184.65	186.33	11934	0	0
2021.07.09	16:00:00	186.33	186.85	185.40	185.48	7687	0	0
2021.07.12	08:00:00	186.47	186.74	186.23	186.55	550	0	0
2021.07.12	12:00:00	186.52	187.75	185.08	185.24	10074	0	0
2021.07.12	16:00:00	185.24	185.92	184.80	185.66	5802	0	0
2021.07.13	08:00:00	186.28	186.36	186.08	186.11	242	0	0
2021.07.13	12:00:00	186.14	188.60	184.82	187.60	9661	0	0
2021.07.13	16:00:00	187.60	187.75	183.76	184.33	11696	0	0
2021.07.14	08:00:00	185.04	185.07	184.58	184.87	876	0	0
2021.07.14	12:00:00	184.87	185.55	183.03	183.07	9351	0	0
2021.07.14	16:00:00	183.07	185.87	183.04	184.24	10371	0	0
2021.07.15	08:00:00	184.82	184.96	183.76	184.25	1366	0	0
2021.07.15	12:00:00	184.23	184.84	181.61	181.85	10272	0	0
2021.07.15	16:00:00	181.84	182.31	181.01	181.24	11587	0	0
2021.07.16	08:00:00	181.58	181.88	181.56	181.80	200	0	0
2021.07.16	12:00:00	181.82	182.40	178.56	178.84	14975	0	0
2021.07.16	16:00:00	178.83	179.64	178.66	178.68	8334	0	0
2021.07.19	08:00:00	177.91	178.16	176.95	177.13	1038	0	0
2021.07.19	12:00:00	177.08	177.38	175.22	176.13	11458	0	7
